reward,A,seed,opponent,wr,wins,episodes,mean_path_len,mean_dist
R7_kitchen_sink,0.1,1,anchor_R7_A00,0.1333333333333333,4,30,39.16770935058594,20.57830328996093
R7_kitchen_sink,0.1,1,anchor_R7_A50,0.3666666666666666,11,30,39.04338073730469,12.346612976279674
R7_kitchen_sink,0.1,1,own,1.0,30,30,18.81109046936035,4.993522693409429
R7_kitchen_sink,0.1,2,anchor_R4_A00,0.2333333333333333,7,30,40.444313049316406,13.579767776274876
R7_kitchen_sink,0.1,2,anchor_R4_A50,1.0,30,30,16.633710861206055,3.9628302608149335
R7_kitchen_sink,0.1,2,anchor_R7_A00,0.3,9,30,31.73641586303711,11.587803562332663
R7_kitchen_sink,0.1,2,anchor_R7_A50,0.9,27,30,30.95075798034668,8.754536235500884
R7_kitchen_sink,0.1,2,own,1.0,30,30,18.990053176879883,4.873821452495864
R7_kitchen_sink,0.1,3,anchor_R4_A00,0.4333333333333333,13,30,38.64581680297852,9.539749352566323
R7_kitchen_sink,0.1,3,anchor_R4_A50,0.9666666666666668,29,30,19.43965530395508,3.947504055023559
R7_kitchen_sink,0.1,3,anchor_R7_A00,0.5,15,30,27.040502548217773,9.594744025717858
R7_kitchen_sink,0.1,3,anchor_R7_A50,0.8333333333333334,25,30,31.8707218170166,7.235234890837138
R7_kitchen_sink,0.1,3,own,0.9666666666666668,29,30,31.519834518432617,7.316179593661713
R7_kitchen_sink,0.1,4,anchor_R4_A00,0.0666666666666666,2,30,41.54375457763672,22.85392360003789
R7_kitchen_sink,0.1,4,anchor_R4_A50,1.0,30,30,18.85116195678711,4.536430965818851
R7_kitchen_sink,0.1,4,anchor_R7_A00,0.0666666666666666,2,30,39.92270278930664,22.80211043548584
R7_kitchen_sink,0.1,4,anchor_R7_A50,0.9333333333333332,28,30,28.930614471435547,9.332998829493192
R7_kitchen_sink,0.1,4,own,1.0,30,30,20.49773979187012,4.946626171076437
R7_kitchen_sink,0.1,5,anchor_R4_A00,1.0,30,30,21.57985496520996,5.037627465549187
R7_kitchen_sink,0.1,5,anchor_R4_A50,1.0,30,30,25.56930160522461,6.465732752220544
R7_kitchen_sink,0.1,5,anchor_R7_A00,1.0,30,30,18.237443923950195,4.5256675187584365
R7_kitchen_sink,0.1,5,anchor_R7_A50,0.9666666666666668,29,30,25.021034240722656,6.663365838011898
R7_kitchen_sink,0.1,5,own,0.9333333333333332,28,30,20.300207138061523,4.749247063575305
R7_kitchen_sink,0.1,6,anchor_R4_A00,0.9333333333333332,28,30,25.12126541137696,5.0924425479970585
R7_kitchen_sink,0.1,6,anchor_R4_A50,0.2333333333333333,7,30,40.09742736816406,12.261934637815523
R7_kitchen_sink,0.1,6,anchor_R7_A00,1.0,30,30,19.879150390625,5.354667061296089
R7_kitchen_sink,0.1,6,anchor_R7_A50,0.4,12,30,39.520774841308594,9.956665298703196
R7_kitchen_sink,0.1,6,own,1.0,30,30,23.042274475097656,5.453482929055312
R7_kitchen_sink,0.1,7,anchor_R4_A00,0.3,9,30,39.71950149536133,9.817426262166066
R7_kitchen_sink,0.1,7,anchor_R4_A50,0.8666666666666667,26,30,30.20784568786621,7.207774329580359
